raw_date,Day_of_Week,Browser,Device_Type,Country,Traffic_Source,Landing_Page,Visitors,New_Visitors,Returning_Visitors,Sessions,Page_Views,Bounce_Rate,Avg_Session_Duration_Sec,Conversions,Conversion_Rate,Revenue,Revenue_Per_Visitor
11-12-2025,Thursday,Chrome,Mobile,Japan,Direct,/pricing,6000,3089,2911,6538,28379,1.6244,89,942,0.157,0,0
04-11-2025,Tuesday,Chrome,Desktop,India,Organic Search,/products,1118,724,394,1247,2054,0.4576,482.1,121,0.109,8663.24,7.7489
02-01-2026,Friday,Firefox,Desktop,France,Direct,/home,4385,2474,1911,4789,7124,0.5914,352.2,694,0.1584,31114.14,7.0956
13-01-2026,Tuesday,Chrome,Desktop,Germany,Social Media,/pricing,946,736,210,1049,2314,0.6223,253.5,59,0.0632,9248.92,9.7769
08-12-2025,Monday,Safari,Mobile,UAE,Email,/blog,2779,1133,1646,3009,10715,0.4589,369.5,496,0.1787,104509.71,37.6069
14-11-2025,Friday,Chrome,Tablet,Germany,social,/landing-promo,900,787,113,932,2836,0.3852,212.5,55,0.0621,4628.7,5.143
16-03-2026,Monday,Chrome,Desktop,USA,Direct,/home,4189,2020,2169,4376,18248,0.4649,420.3,722,0.1725,252777.96,60.3433
04-02-2026,Wednesday,Safari,Mobile,India,Organic Search,/products,2252,1531,721,2367,9068,0.6019,295.4,217,0.0966,23505.83,10.4378
19-01-2026,Monday,Chrome,Mobile,USA,Paid Search,/pricing,3472,2836,636,3700,4952,0.6417,188.4,596,0.1719,131155.08,37.7751
04-01-2026,Sunday,Chrome,Mobile,Japan,Organic Search,/about,1205,729,476,1346,4692,0.4721,113.8,166,0.1382,22094.07,18.3353
13-01-2026,Tuesday,Safari,Desktop,India,Organic Search,/about,3879,2808,1071,4111,9319,0.4827,484.2,440,0.1135,0,0
16-12-2025,Tuesday,Chrome,Mobile,Canada,Organic Search,,4735,3195,1540,4773,8452,0.5512,181.8,695,0.1468,120931.69,25.54
09-12-2025,Tuesday,Safari,Desktop,France,Direct,/products,1340,713,627,1440,4284,0.2808,777.1,177,3.4338,29798.84,22.2379
15-01-2026,Thursday,Chrome,Desktop,USA,direct,/landing-promo,4627,2057,2570,4645,6666,0.4602,485.5,800,0.173,57747.2,12.4805
02-01-2026,Friday,Chrome,Mobile,USA,Paid Search,/about,934,759,175,949,3979,0.4798,98.3,143,0.1538,21872.39,23.418
30-11-2025,Sunday,Chrome,Mobile,UK,Referral,/blog,1249,1033,216,1321,2118,0.601,78.1,151,0.1211,13662.51,10.9388
04-11-2025,Tuesday,Chrome,Desktop,USA,Direct,/blog,5936,3515,2421,6557,28261,0.3917,644.2,1053,0.1774,142087.5,23.9366
26-11-2025,Wednesday,Chrome,Desktop,India,Social Media,/products,3020,2685,335,3323,7486,0.6407,345.6,159,0.0527,6293.18,2.0838
10-11-2025,Monday,Chrome,Tablet,India,Paid Search,/landing-promo,5536,4219,1317,6100,26283,0.3973,347.1,773,0.1398,25239.18,4.5591
19-02-2026,Thursday,Safari,Desktop,Germany,Organic Search,/pricing,3840,2324,1516,4126,5021,0.5922,318,581,0.1515,0,0
13-12-2025,Saturday,Chrome,Mobile,Japan,Paid Search,/landing-promo,2828,2310,518,2913,4629,0.4651,51.7,416,0.1474,63021.37,22.2848
09-12-2025,Tuesday,Edge,Mobile,USA,Direct,/pricing,4278,2716,1562,4886,14616,0.3484,208.1,704,0.1647,120049.4,28.062
02-02-2026,Monday,Safari,Mobile,Germany,Direct,/home,4093,2113,1980,4209,5116,0.6029,191.6,601,0.1469,122398.54,29.9044
18-02-2026,Wednesday,Chrome,Desktop,India,Direct,/contact,3331,2065,1266,3443,13888,0.3077,534.6,444,0.1335,35018.34,10.5129
20-11-2025,Thursday,Chrome,Desktop,India,Organic Search,/landing-promo,3868,2647,1221,3940,12860,0.6477,363.2,465,0.1203,19409.85,5.0181
28-02-2026,Saturday,Safari,Mobile,UK,Referral,/landing-promo,1893,1679,214,1995,7660,0.675,207.7,237,0.1254,30901.02,16.3238
13-10-2025,Monday,Chrome,Desktop,India,Social Media,/home,836,638,198,878,1964,0.7051,427.1,30,0.0369,2456.57,2.9385
05-10-2025,Sunday,Chrome,Desktop,USA,Social Media,/home,501,398,103,532,2316,0.503,253,38,0.076,4100.82,8.1853
19-01-2026,Monday,Chrome,Desktop,India,Paid Search,/home,5833,4844,989,6432,18355,0.6672,479.5,765,0.1313,36932,6.3316
30-10-2025,Thursday,Chrome,Desktop,France,Referral,/landing-promo,0,2932,910,4357,18097,0.4294,464.3,466,0.1214,95006.31,24.7283
17-03-2026,Tuesday,Chrome,Mobile,Japan,Organic Search,/products,1403,1097,306,1440,2910,0.3546,105.4,170,0.1215,29565.5,21.0731
16-10-2025,Thursday,Safari,Desktop,UAE,Organic Search,/products,5223,3169,2054,5962,10369,0.2717,239,839,0.1608,159776.92,30.591
25-10-2025,Saturday,Chrome,Desktop,India,Organic Search,/blog,1453,1073,380,1638,290,0.2962,507.6,165,0.1141,6822.33,4.6953
03-11-2025,Monday,Safari,Desktop,USA,Social Media,/products,2547,2278,269,2571,8866,0.5629,395.8,192,0.0755,58812.18,23.0908
31-10-2025,Friday,Chrome,Mobile,UK,Social Media,/blog,2955,2469,486,3015,5277,0.5728,190.7,151,0.0512,33119,11.2078
20-03-2026,Friday,Chrome,Mobile,France,Social Media,/about,1971,1757,214,2112,8273,0.5447,157.4,85,0.0432,4160.21,2.1107
03-01-2026,Saturday,Chrome,Desktop,India,Organic Search,/contact,1072,737,335,1148,2828,0.3089,284.4,117,0.1096,7164.69,6.6835
04-01-2026,Sunday,Chrome,Desktop,India,Organic Search,/landing-promo,680,462,218,757,1010,0.4357,397.5,69,0.1017,4481.35,6.5902
14-11-2025,Friday,Chrome,Desktop,France,Paid Search,/landing-promo,1525,1222,303,1529,4211,0.488,126.4,227,0.1492,37614.31,24.6651
26-11-2025,Wednesday,Chrome,Mobile,UK,Paid Search,/about,4389,3447,942,4583,13852,0.5057,273.7,695,0.1584,68384.63,15.5809
07-02-2026,Saturday,Safari,Desktop,Canada,Direct,/pricing,965,418,547,1067,2568,0.353,710.3,147,0.153,27478.54,28.4752
20-02-2026,Friday,Chrome,Mobile,UAE,Social Media,/pricing,2406,2087,319,2501,6797,0.6705,112,162,0.0675,21046.44,8.7475
19-01-2026,Monday,Edge,,USA,Email,/products,990,617,373,1013,1692,0.4848,131.1,178,0.18,17319.03,17.494
28-12-2025,Sunday,Edge,Mobile,USA,Organic Search,/products,1573,992,581,1789,6510,0.3722,100.9,229,0.1459,70909.77,45.0793
30-10-2025,Thursday,Safari,Desktop,CANADA,Organic Search,/products,2130,1555,575,2304,5777,0.3264,301.2,317,0.149,47335.56,22.2233
25-01-2026,Sunday,Safari,Mobile,Japan,Paid Search,/pricing,2340,1804,536,2376,7249,0.5116,270.3,331,0.1415,43215.34,18.4681
06-12-2025,Saturday,Safari,Mobile,UK,Paid Search,/home,4196,3569,627,4775,7762,0.4934,69,653,0.1557,45513.99,10.847
03-22-2026,Sunday,Chrome,Desktop,UK,Paid Search,/blog,1863,1610,253,2108,7078,0.5969,291.5,299,0.1607,75703.92,40.6355
03-12-2025,Wednesday,Safari,Mobile,USA,Organic Search,/home,1317,1053,264,1404,2108,0.5623,47.9,183,0.1396,54826.35,41.6297
03-02-2026,Tuesday,Firefox,Mobile,UK,Referral,/pricing,2661,1998,663,2783,6872,0.6886,270.7,299,0.1125,26300.99,9.8839
11-01-2026,Sunday,Chrome,Desktop,UAE,Social Media,/landing-promo,1302,1103,199,1383,2309,0.5966,202,96,0.0745,7611.82,5.8463
16-11-2025,Sunday,Chrome,Mobile,USA,Paid Search,/blog,1276,1078,198,1329,5316,0.4591,218.9,211,0.1656,59641.67,46.7411
10-10-2025,Friday,Safari,tab,India,Direct,/products,988,561,427,1046,4155,0.3174,433.5,108,0.1095,3383.05,3.4241
06-02-2026,Friday,Chrome,Mobile,USA,Social Media,/contact,2780,2206,574,3040,11664,0.74,205.1,197,0.0712,18348.23,6.6001
11-12-2025,Thursday,Chrome,Mobile,Japan,Direct,/pricing,6000,3089,2911,6538,28379,0.4678,89,942,0.157,0,0
16-02-2026,Monday,Chrome,Desktop,UK,Organic Search,/blog,540,412,128,596,1624,0.4322,571.1,80,0.1484,8222.66,15.2271
24-02-2026,Tuesday,Edge,Desktop,USA,Paid search,/about,5769,5075,694,6564,24949,0.6881,541.3,1012,0.1755,182187.16,31.5804
01-10-2025,Wednesday,Firefox,Mobile,India,Email,/about,1843,933,910,1877,6838,0.6119,346.1,256,0.1394,7663.87,4.1584
26-01-2026,Monday,Chrome,Mobile,India,Organic Search,/about,3515,2663,852,3941,5007,0.6648,99.4,353,0.1005,18318.21,5.2114
14-03-2026,Saturday,Edge,Mobile,UAE,Direct,/home,1540,982,558,1682,7363,0.5253,284.5,233,0.1515,59205.91,38.4454
29-01-2026,Thursday,Safari,Mobile,Japan,Organic Search,/landing-promo,4528,3592,936,5158,7063,0.3569,51.8,625,0.1382,32007.04,7.0687
16-02-2026,Monday,Safari,Mobile,USA,Organic Search,/blog,4676,3363,1313,4745,9900,0.6706,124.1,660,0.1413,61275.97,13.1044
19-01-2026,Monday,Safari,Mobile,UK,Organic Search,/contact,1621,1196,425,1823,5129,0.5404,77.5,223,0.138,59590.07,36.7613
30-01-2026,Friday,Edge,Desktop,UK,Organic Search,/contact,3370,2404,966,3799,6971,0.4578,456.8,475,0.1411,114308.86,33.9195
25-02-2026,Wednesday,Safari,Mobile,USA,Organic Search,/products,5093,4067,1026,5717,13552,0.4776,271.2,802,0.1576,93516.38,18.3617
05-02-2026,Thursday,Safari,Desktop,Canada,Social Media,/products,3887,3049,838,3976,6343,0.641,438.7,332,0.0855,23241.71,5.9793
16-01-2026,Friday,Chrome,Mobile,Canada,Organic Search,/landing-promo,4736,3114,1622,5378,21345,0.4619,187,627,0.1324,159202.64,33.6154
21-01-2026,Wednesday,Chrome,MOBILE,UK,Paid Search,/products,5382,4670,712,5875,14690,0.7018,111.4,886,0.1647,42623.19,7.9196
22-02-2026,Sunday,Chrome,Mobile,Japan,Direct,/about,2732,1619,1113,2734,3606,0.4476,209.8,372,0.1364,24604.29,9.006
26-11-2025,Wednesday,Chrome,Tablet,Canada,Direct,/about,4328,1793,2535,4968,6669,0.2542,217.4,664,0.1536,121438.3,28.0588
23-01-2026,Friday,Chrome,Mobile,Canada,Direct,/pricing,5348,2711,2637,5538,14510,0.5354,262.7,846,0.1583,79075.63,14.786
10-02-2026,Tuesday,Chrome,Desktop,USA,Social Media,/pricing,1692,1324,368,1710,4209,0.6228,242.7,122,0.0724,6590.42,3.895
13-10-2025,Monday,Safari,Mobile,India,Organic Search,/pricing,4020,2704,1316,4177,10977,0.3461,100.8,405,0.1009,17087.25,4.2506
05-11-2025,Wednesday,Chrome,desk top,Canada,Paid Search,/contact,4365,3605,760,4573,8038,0.6843,486.9,713,0.1635,107313.37,24.585
28-09-2025,Sunday,Safari,Desktop,India,Paid Search,/landing-promo,1992,1650,342,2155,2642,0.3379,515.5,261,0.1314,20096.3,10.0885
26-01-2026,Monday,Chrome,Desktop,Canada,Direct,/pricing,2732,1579,1153,2940,10474,0.5404,358.9,398,0.1457,38213.88,13.9875
24-11-2025,Monday,Edge,Desktop,UAE,Referral,/products,1332,1162,170,1350,3327,0.4089,189.2,197,0.1482,15165.47,11.3855
18-02-2026,Wednesday,Chrome,Desktop,USA,Social Media,/pricing,3079,2401,678,3115,6139,0.6101,290.5,284,0.0923,37794.09,12.2748
13-11-2025,Thursday,Chrome,Desktop,UAE,Organic Search,/landing-promo,1072,659,413,1160,2356,0.3674,496.3,164,0.1537,43811.82,40.8692
07-11-2025,Friday,Safari,,India,Social Media,/pricing,471,420,51,498,717,0.5577,217.1,12,0.0256,1184.57,2.515
03-01-2026,Saturday,Safari,Mobile,India,Social Media,/contact,1057,947,110,1191,2937,0.5097,154.4,40,0.0385,4086.79,3.8664
27-11-2025,Thursday,Chrome,Mobile,UAE,Organic Search,/blog,4217,3089,1128,4693,18400,0.5664,83.5,643,0.1527,133523.59,31.6632
22-10-2025,Wednesday,Chrome,Desktop,USA,Organic Search,/pricing,2825,1835,990,3115,11238,0.5338,515.7,430,0.1524,53817.32,19.0504
17-11-2025,Monday,Chrome,Desktop,Canada,Referral,/about,2079,1663,416,2117,7459,0.61,363.4,262,0.1265,40361.21,19.4138
29-11-2025,Saturday,Chrome,Desktop,USA,Direct,/contact,2312,1307,1005,2351,10876,0.5839,269.3,362,0.1566,98449.86,42.5821
30-01-2026,Friday,Chrome,Tablet,India,Organic Search,/home,3226,2028,1198,3300,6717,0.4395,228.7,382,0.1186,21974.59,6.8117
29-11-2025,Saturday,Safari,Tablet,UAE,Social Media,/home,1877,1631,246,2003,3004,1.7635,206.4,132,0.0705,23130.82,12.3233
14-12-2025,Sunday,Firefox,Mobile,India,Paid Search,/about,1524,1342,182,1590,5429,0.6663,168.6,169,0.1115,7114.55,4.6683
03-03-2026,Tuesday,Firefox,Mobile,UAE,Organic Search,/home,4189,3124,1065,4573,14047,0.3598,286.4,589,0.1408,0,0
18-01-2026,Sunday,Chrome,Desktop,USA,Paid Search,/blog,3699,3228,471,3934,5538,0.5022,597.6,650,0.1759,86969.76,23.5117
19-11-2025,Wednesday,Chrome,Mobile,Japan,Organic Search,/contact,4330,3139,1191,4371,7595,0.6841,46.9,609,0.1407,114544.81,26.4538
02-11-2025,Sunday,Chrome,Mobile,UK,Organic Search,/home,1872,1257,615,2087,3570,0.6353,91.9,256,0.1368,71365.05,38.1224
06-03-2026,Friday,Safari,Desktop,germany,Social Media,/landing-promo,2262,1806,456,2479,9475,,366.2,170,0.0752,10409.58,4.6019
20-10-2025,Monday,Chrome,Desktop,France,Organic Search,/landing-promo,3114,2457,657,3387,7903,0.4455,176.5,444,0.1427,65040.12,20.8864
26-10-2025,Sunday,Chrome,Tablet,UK,Direct,/contact,747,349,398,851,1802,0.48,458.8,103,0.1391,9896.25,13.248
15-01-2026,Thursday,Chrome,Desktop,USA,Paid Search,/pricing,3414,2825,589,3717,15340,0.4283,133,610,0.1788,166111.93,48.6561
26-10-2025,Sunday,Firefox,Mobile,France,Organic Search,/landing-promo,3221,2265,956,3417,6784,0.4399,128.8,404,0.1257,34082.6,10.5814
24-02-2026,Tuesday,Chrome,Desktop,Germany,Direct,/about,5847,3261,2586,5976,23339,0.3535,346.3,878,0.1502,140434.49,24.0182
15-12-2025,Monday,Safari,Desktop,UK,Paid Search,/products,2863,2454,409,3268,12029,0.4334,397.6,462,0.1615,54217.51,18.9373
13-11-2025,Thursday,Firefox,Desktop,Canada,Direct,/pricing,2461,1468,993,2484,6510,0.367,518.9,380,0.1548,56723.39,23.0489
26-12-2025,Friday,Chrome,Mobile,India,Social Media,/landing-promo,3953,3288,665,4267,7025,0.6207,142.5,179,0.0455,16769.16,4.2421
06-12-2025,Saturday,Chrome,Desktop,USA,Organic Search,/landing-promo,2594,1905,689,2638,9568,0.4515,140.8,409,0.158,45062.88,17.372
15-12-2025,Monday,Chrome,Mobile,,Direct,/home,1993,860,1133,2178,3743,0.3536,164.1,295,0.1483,57406.07,28.8038
15-10-2025,Wednesday,Chrome,Tablet,UK,Organic Search,/pricing,822,565,257,866,2374,0.4921,,111,0.1359,9610.12,11.6911
04-02-2026,Wednesday,Chrome,Mobile,Germany,Social Media,/products,3624,2857,767,3689,4551,0.5331,,226,0.0625,0,0
10-02-2026,Tuesday,Chrome,Desktop,India,Direct,/home,4738,2781,1957,5156,13323,0.3176,593.7,596,0.126,19951.38,4.2109
20-03-2026,Friday,Chrome,Tablet,USA,Paid Search,/landing-promo,4786,3900,886,4834,6342,0.6587,210.2,823,0.1721,245478.35,51.2909
06-10-2025,Monday,Chrome,Mobile,UAE,Organic Search,/contact,2203,1569,634,2397,4774,0.3608,98.2,305,0.1385,43520.18,19.755
11-10-2025,Saturday,Chrome,Desktop,India,Paid Search,/pricing,891,685,206,959,2207,0.5208,568.3,115,0.1296,4588.07,5.1493
26-11-2025,Wednesday,Chrome,Desktop,Germany,Social Media,/contact,3297,2878,419,3604,6002,0.4787,372.1,259,0.0786,48691.52,14.7684
25-02-2026,Wednesday,Safari,Mobile,UK,Paid Search,/home,5933,4860,1073,5960,13946,0.6933,142.9,901,0.152,158851.43,26.7742
09-02-2026,Monday,Chrome,Tablet,USA,Organic Search,/home,4404,2812,1592,4862,18618,0.3016,307.8,690,0.1568,122023.13,27.7073
19-10-2025,Sunday,Chrome,Desktop,France,Organic Search,/pricing,1126,739,387,1131,1475,0.4205,389.1,150,0.1334,30842.62,27.3913
02-11-2025,Sunday,Firefox,Desktop,USA,Paid Search,/products,2283,1724,559,2336,6149,0.399,569.4,399,0.1748,45786.67,20.0555
14-10-2025,Tuesday,Safari,Mobile,UK,Referral,/contact,719,579,140,732,2862,0.4204,237,86,0.1209,19961.97,27.7635
05-10-2025,Sunday,Chrome,Desktop,Germany,Paid Search,/contact,1894,1622,272,2075,5113,0.5292,421,320,0.1691,71261.94,37.6251
14-12-2025,Sunday,Safari,Desktop,UK,Direct,/home,300,145,155,328,684,0.4846,202,43,0.1458,11173.34,37.2445
01-10-2025,Wednesday,Chrome,Desktop,Japan,Organic Search,/contact,0,3591,1552,5477,13317,0.3058,556.8,784,0.1526,126401.45,24.5774
19-03-2026,Thursday,Safari,Mobile,UK,Paid Search,/products,3915,3462,453,4310,12416,0.7033,69.9,622,0.1589,61409.63,15.6857
10-02-2026,Tuesday,Safari,Desktop,USA,Direct,/landing-promo,1292,715,577,1482,3998,0.5588,200.2,210,0.1628,57166.26,44.2463
24-12-2025,Wednesday,Chrome,Mobile,Japan,Paid Search,/home,5986,5138,848,6419,8576,0.5258,217.8,909,0.1519,165449.44,27.6394
02-11-2025,Sunday,Chrome,Desktop,India,Direct,/home,2280,1007,1273,2591,8727,0.4869,447.5,276,0.1214,14201.77,6.2288
29-09-2025,Monday,Chrome,Desktop,USA,Direct,/home,2380,1230,1150,2462,3893,0.2928,149.8,401,0.1688,35990.14,15.1219
03-01-2026,Saturday,Firefox,Mobile,Germany,Paid Search,/home,1103,962,141,1132,4896,0.7112,113.4,166,2.5202,18474.79,16.7496
01-01-2026,Thursday,Safari,desk top,USA,Social Media,/products,3330,2624,706,3349,5384,0.441,219.1,292,0.0878,47797.43,14.3536
09-11-2025,Sunday,Chrome,Desktop,France,Referral,/contact,617,511,106,621,1870,1.3807,237.4,72,0.1177,16232.04,26.308
01-12-2025,Monday,Chrome,Desktop,UAE,paid search,/pricing,-456,1127,363,1661,4918,0.4546,501.2,253,0.1698,40680.64,27.3024
11-12-2025,Thursday,Chrome,Mobile,UAE,Referral,/products,1840,1463,377,2018,3486,0.677,281.2,230,0.1254,61744.95,33.557
17-11-2025,Monday,Safari,Tablet,India,Paid Search,/about,5724,4615,1109,6274,8794,0.5883,138.2,789,0.138,68825.03,12.0239
01-02-2026,Sunday,Chrome,Mobile,India,Organic Search,/contact,954,720,234,1033,2126,0.5767,281.1,87,0.0918,5763.85,6.0418
03-02-2026,Tuesday,Edge,Desktop,UK,Organic Search,/about,5298,3685,1613,6010,22140,0.5699,431.6,780,0.1474,0,0
28-09-2025,Sunday,Edge,Desktop,India,Direct,/about,3176,2060,1116,3326,12666,0.2563,759.3,434,0.1367,11621.02,3.659
29-10-2025,Wednesday,Chrome,Mobile,India,Direct,/contact,5915,3285,2630,6417,22614,0.3453,366.9,728,0.1232,56221.86,9.505
01-10-2025,Wednesday,Edge,Mobile,India,Organic Search,/pricing,619,464,155,630,2405,0.5696,65.4,66,0.1072,4559.21,7.3654
02-12-2025,Tuesday,Chrome,Mobile,UK,Paid Search,/about,5104,3985,1119,5324,8167,0.4928,152.1,812,0.1591,207770.12,40.7073
13-12-2025,Saturday,Safari,Mobile,Germany,Organic Search,/products,1852,1324,528,1891,4711,0.4852,191.6,240,0.1297,63693.81,34.3919
20-10-2025,Monday,Chrome,DESKTOP,USA,Organic Search,/home,2706,1983,723,2841,11979,0.6501,557.8,426,0.1575,115334.44,42.6217
23-11-2025,Sunday,Safari,Desktop,UAE,Referral,/blog,1673,1446,227,1682,2280,0.6484,175.7,235,0.1408,36546.75,21.845
29-01-2026,Thursday,Chrome,Desktop,India,Paid Search,/pricing,5842,4968,874,6505,22836,0.467,450.8,812,0.139,29897.1,5.1176
12-02-2026,Thursday,Chrome,Desktop,France,Direct,/contact,2768,1736,1032,3113,4541,0.5455,616.8,408,0.1476,77404.32,27.964
12-02-2026,Thursday,Chrome,Mobile,Germany,Email,/pricing,1364,800,564,1524,3665,0.4515,236.4,226,0.1661,46014.58,33.735
10-02-2026,Tuesday,Chrome,Desktop,UAE,Social Media,/pricing,2878,2548,330,3198,9556,0.6646,349.9,209,0.0727,24031.73,8.3501
27-01-2026,Tuesday,Safari,Mobile,UK,Organic Search,/landing-promo,752,583,169,853,2261,0.6541,203.2,101,0.1351,30727.22,40.8607
16-03-2026,Monday,Chrome,,Canada,Paid Search,/pricing,4951,3963,988,5520,21248,0.5758,246.2,873,0.1764,174794.04,35.3048
16-03-2026,Monday,Chrome,Desktop,India,Direct,/landing-promo,5310,2574,2736,5394,22510,0.3943,675.1,707,0.1332,50799.47,9.5668
24-12-2025,Wednesday,Chrome,Desktop,India,Referral,/home,3220,2756,464,3574,5727,0.2575,261.9,370,0.1152,17723.44,5.5042
21-02-2026,Saturday,Chrome,Tablet,India,Referral,/about,799,619,180,863,1032,0.4339,306.6,66,0.0836,4262.08,5.3343
07-01-2026,Wednesday,Firefox,Desktop,India,Direct,/about,3023,1609,1414,3275,4422,0.2508,734.5,384,0.1271,32823.37,10.8579
10-01-2026,Saturday,Chrome,Mobile,USA,Organic Search,/pricing,407,251,156,429,1552,0.5217,102.3,56,0.1396,10427.53,25.6205
17-01-2026,Saturday,Chrome,Desktop,India,Social Media,/landing-promo,2875,2552,323,2952,6768,0.5435,294.6,92,0.0322,8184.23,2.8467
09-11-2025,Sunday,Chrome,Desktop,India,Direct,/home,852,534,318,853,3464,0.4461,445.1,110,0.1294,9633.58,11.307
10-10-2025,Friday,Chrome,Mobile,Germany,Paid Search,/pricing,4786,3703,1083,4832,21064,0.5251,122,723,0.1512,166063.33,34.6977
12-11-2025,Wednesday,Firefox,Mobile,France,Organic Search,/pricing,3339,2488,851,3531,10066,0.7376,239.4,465,0.1393,48633.07,14.5652
07-03-2026,Saturday,Chrome,Mobile,Germany,Organic Search,/pricing,2514,1856,658,2760,11104,0.4729,225,338,0.1346,20933.72,8.3269
19-10-2025,Sunday,Chrome,Mobile,Japan,Organic Search,/pricing,1414,936,478,1589,1799,0.5617,275.7,186,0.132,10186.48,7.204
27-11-2025,Thursday,Chrome,Desktop,Germany,Direct,/pricing,4685,2717,1968,5177,1171,0.3789,683.9,719,0.1536,107612.36,22.9696
24-12-2025,Wednesday,Chrome,Desktop,USA,Organic Search,/pricing,665,530,135,715,2115,0.4067,252.6,104,0.1573,13120.09,19.7295
17-10-2025,Friday,Firefox,Mobile,USA,Organic Search,/landing-promo,2871,1785,1086,2909,9227,1.0555,204.5,422,0.147,55872.79,19.4611
24-10-2025,Friday,Safari,Desktop,France,Organic Search,/blog,3325,2297,1028,3530,8037,0.5603,356.4,467,0.1405,44913.45,13.5078
06-01-2026,Tuesday,Chrome,Mobile,USA,Organic Search,/about,4507,2860,1647,4712,15776,0.4023,90.3,685,0.1521,0,0
06-03-2026,Friday,Safari,Desktop,france,Organic Search,/home,4628,3015,1613,5028,19927,0.3452,581.8,644,0.1393,87852.43,18.9828
11-03-2026,Wednesday,Firefox,Desktop,USA,Social Media,/products,1360,1093,267,1459,5158,0.7268,298.9,96,0.0712,30753.84,22.6131
22-02-2026,Sunday,Chrome,Mobile,UK,Organic Search,/products,2401,1632,769,2572,3582,0.6931,225.8,295,0.1232,50910.25,21.2038
27-02-2026,Friday,Chrome,mob,France,Direct,/pricing,2583,1643,940,2864,9243,0.3658,335.4,323,0.1253,14523.2,5.6226
19-11-2025,Wednesday,Chrome,Tablet,France,Paid Search,/home,5679,4519,1160,5774,10384,0.639,381.4,826,0.1455,0,0
11-02-2026,Wednesday,Safari,Desktop,India,Direct,/home,2125,1348,777,2251,5014,0.3854,310.5,252,0.1188,14014.12,6.5949
02-03-2026,Monday,Chrome,Tablet,UK,Direct,/pricing,3868,2437,1431,4116,8743,0.4869,447.5,612,0.1584,99094.87,25.6191
11-10-2025,Saturday,Safari,Tablet,USA,Organic Search,/products,2300,1463,837,2484,4403,0.4541,335,334,0.1455,87212.1,37.9183
24-02-2026,Tuesday,Chrome,Desktop,USA,Referral,/home,1596,1254,342,1598,6184,0.329,231.9,229,0.1437,49843.59,31.2303
31-10-2025,Friday,Chrome,Mobile,India,Direct,/contact,4657,2597,2060,5249,13159,0.6606,72.2,564,0.1213,0,0
16-12-2025,Tuesday,Safari,Desktop,Japan,Organic Search,/contact,5305,3449,1856,5793,13347,0.5465,349.3,832,0.157,60473.89,11.3994
08-12-2025,Monday,Safari,Mobile,Germany,Organic Search,/contact,4380,3448,932,4416,17590,0.6743,121,653,0.1491,133364.18,30.4484
21-12-2025,Sunday,Chrome,Mobile,France,,/contact,567,396,171,618,2053,0.6185,243,66,0.1168,15401.82,27.1637
20-12-2025,Saturday,Safari,Mobile,UAE,Direct,/pricing,2740,1305,1435,2805,5691,0.4663,116.8,407,0.1486,71393.49,26.056
15-01-2026,Thursday,Chrome,Mobile,Japan,Social Media,/contact,3000,2403,597,3449,5536,0.6019,123.9,155,0.0517,18647.06,6.2157
05-02-2026,Thursday,Chrome,Desktop,USA,Paid Search,/contact,5431,4118,1313,5788,13934,0.5335,402.3,933,0.1719,138935.41,25.5819
22-01-2026,Thursday,Chrome,Tablet,USA,Social Media,/products,3799,3320,479,3996,12896,0.7005,255.9,314,0.0828,26444.92,6.961
13-12-2025,Saturday,Firefox,Tablet,USA,Organic Search,/pricing,1099,716,383,1260,4680,0.6673,249.4,151,0.1381,17909.26,16.296
02-12-2025,Tuesday,Chrome,Desktop,USA,Social Media,/products,658,552,106,728,1879,0.5766,194.9,57,0.0868,17157.8,26.0757
05-12-2025,Friday,Firefox,Mobile,Japan,Paid Search,/products,4023,3387,636,4286,18833,0.6453,114.1,662,0.1646,82090.87,20.4054
18-10-2025,Saturday,Safari,Tablet,Japan,Organic Search,/pricing,1805,1172,633,1949,5419,0.6364,329.5,249,0.1385,15343.92,8.5008
14-03-2026,Saturday,Chrome,Desktop,India,Direct,/about,1038,505,533,1162,1361,0.3336,345,124,0.1203,9077.31,8.745
12-11-2025,Wednesday,Safari,Desktop,UAE,Organic Search,/home,5283,3238,2045,5911,23232,0.3081,568.4,804,0.1522,137245.89,25.9788
17-01-2026,Saturday,Chrome,Mobile,USA,Organic Search,/landing-promo,3119,2190,929,3128,12870,0.5492,252.1,469,0.1504,125777,40.3261
01-02-2026,Sunday,Chrome,Mobile,UK,Email,/blog,964,614,350,1039,2129,0.6309,357.5,158,0.1648,22605.45,23.4496
05-12-2025,Friday,Firefox,Mobile,Japan,Paid Search,/products,4023,3387,636,4286,18833,0.6453,114.1,662,0.1646,82090.87,20.4054
14-10-2025,Tuesday,Chrome,Desktop,India,Social Media,/products,1216,949,267,1326,3321,0.4507,309.3,55,0.0454,3231.92,2.6578
11-11-2025,Tuesday,Chrome,Mobile,India,Organic Search,/products,930,619,311,1011,3558,0.4645,160.7,95,0.1025,3967.13,4.2657
02-10-2025,Thursday,Safari,Tablet,USA,Paid Search,/about,2814,2193,621,3004,9363,0.5548,100.5,467,0.1662,53137.5,18.8833
12-02-2026,Thursday,Safari,Desktop,INDIA,Social Media,/about,553,444,109,579,1191,0.6769,175,25,0.0461,,1.9313
