Date,Day_of_Week,Browser,Device_Type,Country,Traffic_Source,Landing_Page,Visitors,New_Visitors,Returning_Visitors,Sessions,Page_Views,Bounce_Rate,Avg_Session_Duration_Sec,Conversions,Conversion_Rate,Revenue,Revenue_Per_Visitor
2026-04-09,Thursday,Chrome,Desktop,Germany,Organic Search,/contact,1227,740,487,1405,4539,0.4,546.0,173,0.1,45152.7,36.8
2026-04-09,Thursday,Chrome,Desktop,Germany,Organic Search,/home,5109,3493,1616,5637,14592,0.5,221.2,748,0.1,73261.8,14.3
2026-04-09,Thursday,Chrome,Desktop,Germany,Organic Search,/landing-promo,3578,2437,1141,3904,9822,0.537,325.3,512,0.1,60594.24,20.22
2026-04-09,Thursday,Chrome,Desktop,Germany,Organic Search,/pricing,3466,2697,769,3688,7893,0.3,509.5,515,0.1,37415.3,10.8
2026-04-09,Thursday,Chrome,Desktop,Germany,Organic Search,/products,3026,1955,1071,3228,9735,0.4,248.3,433,0.1,54316.2,17.9
2026-04-09,Thursday,Chrome,Desktop,Germany,Paid Search,/about,1524,1363,161,1726,5221,0.6,350.0,253,0.2,21275.1,14.0
2026-04-09,Thursday,Chrome,Desktop,Germany,Paid Search,/blog,5655,4815,840,6407,14639,0.7,325.7,918,0.2,63420.9,11.2
2026-04-09,Thursday,Chrome,Desktop,Germany,Paid Search,/contact,1894,1622,272,2075,5113,0.5,421.0,320,0.2,71261.9,37.6
2026-04-09,Thursday,Chrome,Desktop,Germany,Paid Search,/landing-promo,3754,2816,938,4200,16481,0.4,202.0,674,0.2,157149.2,41.9
2026-04-09,Thursday,Chrome,Desktop,Germany,Paid Search,/products,1727,1471,256,1931,8245,0.6,581.6,283,0.2,17341.9,10.0
2026-04-09,Thursday,Chrome,Desktop,Germany,Referral,/about,1821,1427,394,1949,7248,0.5,127.2,246,0.1,36267.3,19.9
2026-04-09,Thursday,Chrome,Desktop,Germany,Referral,/blog,1423,1180,243,1469,3560,0.5,453.5,186,0.1,7117.2,5.0
2026-04-09,Thursday,Chrome,Desktop,Germany,Social Media,/about,2632,2324,308,2939,11543,0.5,168.4,209,0.1,41319.4,15.7
2026-04-09,Thursday,Chrome,Desktop,Germany,Social Media,/contact,3859,3215,644,4204,6219,0.5,152.2,294,0.1,52027.3,13.5
2026-04-09,Thursday,Chrome,Desktop,Germany,Social Media,/home,1079,951,128,1144,1732,0.4,179.6,80,0.1,16258.7,15.1
2026-04-09,Thursday,Chrome,Desktop,Germany,Social Media,/landing-promo,1131,958,173,1165,5103,0.7,181.0,69,0.1,18773.0,16.6
2026-04-09,Thursday,Chrome,Desktop,Germany,Social Media,/pricing,946,736,210,1049,2314,0.6,253.5,59,0.1,9248.9,9.8
2026-04-09,Thursday,Chrome,Desktop,Germany,Social Media,/products,1944,1550,394,2078,3859,0.4,155.7,137,0.1,6505.5,3.3
2026-04-09,Thursday,Chrome,Desktop,India,Direct,/about,2907,1569,1338,3187,8902,0.5,434.1,345,0.1,18046.9,6.2
2026-04-09,Thursday,Chrome,Desktop,India,Direct,/blog,2027,1052,975,2139,6920,0.5,213.4,231,0.1,19122.5,9.4
2026-04-09,Thursday,Chrome,Desktop,India,Direct,/contact,3331,2065,1266,3443,13888,0.3,534.6,444,0.1,35018.3,10.5
2026-04-09,Thursday,Chrome,Desktop,India,Direct,/home,3722,1820,1783,4010,12935,0.389,650.1,451,0.1,30238.53,9.02
2026-04-09,Thursday,Chrome,Desktop,India,Direct,/landing-promo,5394,2722,2736,5480,22500,0.416,675.1,725,0.1,55674.54,10.28
2026-04-09,Thursday,Chrome,Desktop,India,Direct,/pricing,2665,1687,978,2990,3831,0.5,363.5,304,0.1,25024.8,9.4
2026-04-09,Thursday,Chrome,Desktop,India,Direct,/products,3018,1741,1270,2553,3751,0.509,184.4,318,0.1,21608.07,8.15
2026-04-09,Thursday,Chrome,Desktop,India,Email,/about,318,182,136,360,1270,0.3,168.1,49,0.2,3709.7,11.7
2026-04-09,Thursday,Chrome,Desktop,India,Email,/blog,1175,493,682,1301,2435,0.5,388.7,166,0.1,10939.4,9.3
2026-04-09,Thursday,Chrome,Desktop,India,Email,/contact,1189,522,667,1279,4688,0.2,532.7,178,0.2,8260.6,6.9
2026-04-09,Thursday,Chrome,Desktop,India,Email,/landing-promo,1743,754,989,1978,5450,0.6,130.8,269,0.2,25848.9,14.8
2026-04-09,Thursday,Chrome,Desktop,India,Email,/pricing,1948,1113,835,2222,2748,0.3,522.8,275,0.1,22302.3,11.4
2026-04-09,Thursday,Chrome,Desktop,India,Organic Search,/about,4748,3178,1569,4833,6752,0.323,558.4,537,0.1,40980.65,7.93
2026-04-09,Thursday,Chrome,Desktop,India,Organic Search,/blog,4601,2846,1756,5215,21807,0.519,180.5,516,0.1,44394.04,9.6
2026-04-09,Thursday,Chrome,Desktop,India,Organic Search,/contact,3272,2602,677,3706,9742,0.396,212.5,361,0.1,13625.74,3.58
2026-04-09,Thursday,Chrome,Desktop,India,Organic Search,/home,870,610,260,907,3590,0.6,577.9,90,0.1,2313.4,2.7
2026-04-09,Thursday,Chrome,Desktop,India,Organic Search,/landing-promo,680,462,218,757,1010,0.4,397.5,69,0.1,4481.4,6.6
2026-04-09,Thursday,Chrome,Desktop,India,Organic Search,/pricing,2752,1980,772,2944,9392,0.3,414.2,293,0.1,25946.8,9.4
2026-04-09,Thursday,Chrome,Desktop,India,Organic Search,/products,2646,1604,1042,2886,7214,0.4,396.7,275,0.1,19140.1,7.2
2026-04-09,Thursday,Chrome,Desktop,India,Paid Search,/about,2701,2253,448,2900,12827,0.7,253.4,354,0.1,22395.1,8.3
2026-04-09,Thursday,Chrome,Desktop,India,Paid Search,/blog,3151,2748,375,3549,11150,0.7,402.7,447,0.1,16856.06,5.32
2026-04-09,Thursday,Chrome,Desktop,India,Paid Search,/contact,3240,2624,616,3271,12052,0.6,289.9,421,0.1,49618.8,15.3
2026-04-09,Thursday,Chrome,Desktop,India,Paid Search,/home,3662,2975,687,3976,11436,0.305,391.5,485,0.1,31164.14,8.54
2026-04-09,Thursday,Chrome,Desktop,India,Paid Search,/landing-promo,1644,1344,300,1804,4807,0.437,333.9,214,0.1,21380.58,12.59
2026-04-09,Thursday,Chrome,Desktop,India,Paid Search,/pricing,5842,4968,874,6505,22836,0.5,450.8,812,0.1,29897.1,5.1
2026-04-09,Thursday,Chrome,Desktop,India,Paid Search,/products,1504,1242,262,1532,3553,0.6,289.3,194,0.1,14572.1,9.7
2026-04-09,Thursday,Chrome,Desktop,India,Referral,/blog,639,551,88,730,3061,0.5,400.1,68,0.1,5850.0,9.2
2026-04-09,Thursday,Chrome,Desktop,India,Referral,/home,3220,2756,464,3574,5727,0.3,261.9,370,0.1,17723.4,5.5
2026-04-09,Thursday,Chrome,Desktop,India,Referral,/landing-promo,1331,1169,162,1453,3621,0.3,368.1,141,0.1,10349.6,7.8
2026-04-09,Thursday,Chrome,Desktop,India,Social Media,/about,2142,1884,258,2236,4717,0.435,244.6,72,0.0,3751.0,1.78
2026-04-09,Thursday,Chrome,Desktop,India,Social Media,/blog,1499,1268,231,1649,5192,0.7,306.5,56,0.0,5205.9,3.5
2026-04-09,Thursday,Chrome,Desktop,India,Social Media,/contact,3204,2548,656,3571,4066,0.6,341.0,163,0.1,0.0,0.0
2026-04-09,Thursday,Chrome,Desktop,India,Social Media,/home,3926,3165,761,3928,7812,0.4,196.0,175,0.0,17235.7,4.4
2026-04-09,Thursday,Chrome,Desktop,India,Social Media,/landing-promo,1276,970,306,1338,1543,0.5,154.0,57,0.0,5255.9,4.1
2026-04-09,Thursday,Chrome,Desktop,India,Social Media,/pricing,2259,1919,339,2273,4197,0.495,269.6,126,0.053,8552.87,3.19
2026-04-09,Thursday,Chrome,Desktop,India,Social Media,/products,2895,2573,322,3186,7196,0.595,335.9,152,0.095,6014.65,1.5
2026-04-09,Thursday,Chrome,Desktop,Japan,Direct,/about,4251,2092,2159,4520,6481,0.4,243.0,645,0.2,155379.3,36.6
2026-04-09,Thursday,Chrome,Desktop,Japan,Direct,/blog,1407,692,715,1460,6567,0.6,622.1,213,0.2,27397.2,19.5
2026-04-09,Thursday,Chrome,Desktop,Japan,Direct,/contact,1854,1013,841,1926,3065,0.3,141.8,281,0.2,56068.5,30.2
2026-04-09,Thursday,Chrome,Desktop,Japan,Direct,/home,1432,810,622,1506,2040,0.3,226.5,216,0.2,11815.3,8.3
2026-04-09,Thursday,Chrome,Desktop,Japan,Direct,/pricing,1839,1045,794,1982,5398,0.359,387.5,276,0.141,27020.66,14.49
2026-04-09,Thursday,Chrome,Desktop,Japan,Direct,/products,3924,2184,1740,4343,14454,0.4,563.3,659,0.2,50030.0,12.7
2026-04-09,Thursday,Chrome,Desktop,Japan,Organic Search,/about,1980,1384,595,2212,6912,0.553,353.3,291,0.153,30254.31,13.83
2026-04-09,Thursday,Chrome,Desktop,Japan,Organic Search,/blog,2326,1576,750,2347,9111,0.4,206.2,347,0.1,23596.1,10.1
2026-04-09,Thursday,Chrome,Desktop,Japan,Organic Search,/contact,2211,1608,603,2364,6312,0.5,306.4,329,0.1,59649.5,27.0
2026-04-09,Thursday,Chrome,Desktop,Japan,Organic Search,/home,4220,3319,901,4312,19191,0.5,478.6,657,0.2,122032.9,28.9
2026-04-09,Thursday,Chrome,Desktop,Japan,Organic Search,/landing-promo,3183,1915,1268,3630,14344,0.5,559.3,482,0.2,73736.5,23.2
2026-04-09,Thursday,Chrome,Desktop,Japan,Organic Search,/pricing,2097,1391,706,2361,8708,0.5,514.4,308,0.1,39531.0,18.9
2026-04-09,Thursday,Chrome,Desktop,Japan,Organic Search,/products,2230,1500,730,2348,5495,0.5,450.8,303,0.1,57677.6,25.9
2026-04-09,Thursday,Chrome,Desktop,Japan,Paid Search,/blog,3864,3312,552,4382,6911,0.6,450.6,647,0.2,111021.3,28.7
2026-04-09,Thursday,Chrome,Desktop,Japan,Paid Search,/contact,1927,1510,417,1994,6908,0.5,581.6,297,0.2,38835.2,20.2
2026-04-09,Thursday,Chrome,Desktop,Japan,Paid Search,/landing-promo,1504,1281,223,1549,6240,0.607,570.2,240,0.2,35171.25,18.41
2026-04-09,Thursday,Chrome,Desktop,Japan,Paid Search,/pricing,4095,3404,691,4158,7136,0.5,195.2,708,0.2,170569.7,41.7
2026-04-09,Thursday,Chrome,Desktop,Japan,Referral,/contact,1191,961,230,1214,2234,0.3,593.3,157,0.1,22412.4,18.8
2026-04-09,Thursday,Chrome,Desktop,Japan,Referral,/landing-promo,2324,1850,474,2464,5960,0.6,157.9,302,0.1,41297.8,17.8
2026-04-09,Thursday,Chrome,Desktop,Japan,Social Media,/blog,3320,2577,743,3538,10950,0.6,409.4,291,0.1,49290.3,14.8
2026-04-09,Thursday,Chrome,Desktop,Japan,Social Media,/contact,2812,2423,389,3212,12234,0.4,396.5,203,0.1,15503.2,5.5
2026-04-09,Thursday,Chrome,Desktop,Japan,Social Media,/home,3373,3001,372,3846,11514,0.7,199.4,276,0.1,52172.9,15.5
2026-04-09,Thursday,Chrome,Desktop,Japan,Social Media,/landing-promo,2562,2069,493,2881,9939,0.7,385.4,191,0.1,22560.8,8.8
2026-04-09,Thursday,Chrome,Desktop,Japan,Social Media,/pricing,2096,1787,310,2330,8949,0.638,179.2,169,0.1,29419.96,9.44
2026-04-09,Thursday,Chrome,Desktop,UAE,Direct,/about,5193,2333,2860,5695,6962,0.3,182.8,906,0.2,201171.1,38.7
2026-04-09,Thursday,Chrome,Desktop,UAE,Direct,/blog,3948,1610,2338,4441,12592,0.5,504.2,658,0.2,78893.1,20.0
2026-04-09,Thursday,Chrome,Desktop,UAE,Direct,/home,3025,1770,1224,3235,7340,0.423,273.3,493,0.2,18842.93,6.96
2026-04-09,Thursday,Chrome,Desktop,UAE,Direct,/landing-promo,1722,936,786,1976,4380,0.5,474.8,289,0.2,13793.6,8.0
2026-04-09,Thursday,Chrome,Desktop,UAE,Direct,/pricing,2664,1129,1535,2846,9505,0.3,718.9,401,0.2,89470.9,33.6
2026-04-09,Thursday,Chrome,Desktop,UAE,Direct,/products,1373,646,727,1388,2387,0.3,280.8,230,0.2,37314.4,27.2
2026-04-09,Thursday,Chrome,Desktop,UAE,Email,/contact,1162,576,586,1222,4573,0.4,567.6,209,0.2,17142.9,14.8
2026-04-09,Thursday,Chrome,Desktop,UAE,Email,/pricing,469,208,261,516,2215,0.4,654.2,84,0.2,16217.2,34.6
2026-04-09,Thursday,Chrome,Desktop,UAE,Organic Search,/blog,5427,3529,1898,6109,6610,0.4,225.4,854,0.2,140726.4,25.9
2026-04-09,Thursday,Chrome,Desktop,UAE,Organic Search,/contact,4574,3389,1185,5067,16163,0.3,281.8,747,0.2,151438.6,33.1
2026-04-09,Thursday,Chrome,Desktop,UAE,Organic Search,/home,1012,681,332,1097,2539,0.303,278.5,159,0.2,26388.79,39.53
2026-04-09,Thursday,Chrome,Desktop,UAE,Organic Search,/landing-promo,4736,3503,1233,5220,20223,0.597,239.4,779,0.189,103920.72,16.35
2026-04-09,Thursday,Chrome,Desktop,UAE,Organic Search,/products,2234,1621,613,2540,4111,0.581,272.1,346,0.181,70402.47,31.84
2026-04-09,Thursday,Chrome,Desktop,UAE,Paid Search,/about,6247,4742,1505,7012,7672,0.4,438.4,1078,0.2,80704.7,12.9
2026-04-09,Thursday,Chrome,Desktop,UAE,Paid Search,/contact,5913,4746,1167,6354,8130,0.6,198.5,1064,0.2,0.0,0.0
2026-04-09,Thursday,Chrome,Desktop,UAE,Paid Search,/home,3585,2817,768,3811,10010,0.6,158.5,642,0.2,174830.0,48.8
2026-04-09,Thursday,Chrome,Desktop,UAE,Paid Search,/landing-promo,2296,1968,328,2333,3480,0.7,197.4,397,0.2,74955.6,32.6
2026-04-09,Thursday,Chrome,Desktop,UAE,Referral,/about,835,654,181,846,2968,0.3,571.0,110,0.1,18919.0,22.7
2026-04-09,Thursday,Chrome,Desktop,UAE,Referral,/blog,2078,1831,247,2100,2712,0.5,568.8,288,0.1,64322.6,31.0
2026-04-09,Thursday,Chrome,Desktop,UAE,Referral,/products,545,423,122,576,974,0.3,322.5,81,0.1,13160.2,24.1
2026-04-09,Thursday,Chrome,Desktop,UAE,Social Media,/about,3322,2718,604,3386,5881,0.6,290.7,311,0.1,72321.7,21.8
2026-04-09,Thursday,Chrome,Desktop,UAE,Social Media,/landing-promo,1302,1103,199,1383,2309,0.6,202.0,96,0.1,7611.8,5.8
2026-04-09,Thursday,Chrome,Desktop,UAE,Social Media,/pricing,2079,1832,248,2268,6289,0.564,373.2,158,0.1,19237.18,10.04
2026-04-09,Thursday,Chrome,Desktop,UAE,Social Media,/products,964,866,98,1068,3277,0.5,272.4,82,0.1,5337.9,5.5
2026-04-09,Thursday,Chrome,Desktop,UK,Direct,/about,3030,1419,1611,3418,12140,0.6,376.8,465,0.2,21937.9,7.2
2026-04-09,Thursday,Chrome,Desktop,UK,Direct,/blog,780,385,395,869,3054,0.5,257.3,110,0.1,23194.8,29.7
2026-04-09,Thursday,Chrome,Desktop,UK,Direct,/contact,1861,873,988,2077,7159,0.533,431.6,274,0.1,26894.69,14.94
2026-04-09,Thursday,Chrome,Desktop,UK,Direct,/home,3106,1607,1498,3231,8035,0.323,388.5,488,0.141,46825.46,20.84
2026-04-09,Thursday,Chrome,Desktop,UK,Direct,/landing-promo,3960,2139,1821,4297,6360,0.4,668.9,639,0.2,52577.4,13.3
2026-04-09,Thursday,Chrome,Desktop,UK,Direct,/pricing,3308,1637,1671,3649,14033,0.4,306.9,557,0.2,163558.6,49.4
2026-04-09,Thursday,Chrome,Desktop,UK,Email,/products,2059,903,1156,2247,6329,0.5,429.3,356,0.2,60057.6,29.2
2026-04-09,Thursday,Chrome,Desktop,UK,Organic Search,/about,2780,1884,895,3101,5777,0.5,490.2,373,0.1,34900.55,11.86
2026-04-09,Thursday,Chrome,Desktop,UK,Organic Search,/blog,1090,838,252,1197,3750,0.4,510.8,169,0.117,26640.39,17.86
2026-04-09,Thursday,Chrome,Desktop,UK,Organic Search,/contact,1166,883,283,1230,3840,0.6,198.8,164,0.1,32558.2,27.9
2026-04-09,Thursday,Chrome,Desktop,UK,Organic Search,/home,976,753,223,1028,4373,0.6,493.8,135,0.1,25780.7,26.4
2026-04-09,Thursday,Chrome,Desktop,UK,Organic Search,/pricing,2802,1836,965,2838,6179,0.4,411.5,376,0.102,26163.18,9.15
2026-04-09,Thursday,Chrome,Desktop,UK,Organic Search,/products,1478,894,584,1668,6692,0.6,151.7,220,0.1,47790.9,32.3
2026-04-09,Thursday,Chrome,Desktop,UK,Paid Search,/blog,1863,1610,253,2108,7078,0.6,291.5,299,0.2,75703.9,40.6
2026-04-09,Thursday,Chrome,Desktop,UK,Paid Search,/contact,5225,4270,955,5272,10769,0.305,297.7,864,0.2,185842.75,35.41
2026-04-09,Thursday,Chrome,Desktop,UK,Paid Search,/home,1480,1190,245,1654,4306,0.694,412.8,229,0.2,30699.25,22.63
2026-04-09,Thursday,Chrome,Desktop,UK,Paid Search,/landing-promo,5206,4162,1044,5444,17652,0.668,482.5,886,0.2,189906.93,37.5
2026-04-09,Thursday,Chrome,Desktop,UK,Paid Search,/products,2703,2397,306,2878,10465,0.5,499.2,406,0.2,23269.5,8.6
2026-04-09,Thursday,Chrome,Desktop,UK,Referral,/blog,3322,2552,770,3776,10808,0.3,0.0,475,0.1,44159.9,13.3
2026-04-09,Thursday,Chrome,Desktop,UK,Referral,/pricing,2520,1919,601,2689,6093,0.4,538.6,310,0.1,45016.5,17.9
2026-04-09,Thursday,Chrome,Desktop,UK,Social Media,/blog,2757,2133,624,3105,6137,0.7,202.9,172,0.1,21789.1,7.9
2026-04-09,Thursday,Chrome,Desktop,UK,Social Media,/landing-promo,2858,2247,611,3083,11983,0.6,301.9,178,0.1,12128.7,4.2
2026-04-09,Thursday,Chrome,Desktop,UK,Social Media,/pricing,1391,1049,342,1595,5506,0.6,404.7,84,0.1,16108.9,11.6
2026-04-09,Thursday,Chrome,Desktop,UK,Social Media,/products,984,845,139,1019,2244,0.6,317.3,74,0.1,19960.76,17.8
2026-04-09,Thursday,Chrome,Desktop,UK,Unknown,/products,926,714,212,968,4414,0.5,499.8,131,0.1,36017.6,38.9
2026-04-09,Thursday,Chrome,Desktop,USA,Direct,/about,3779,1600,2179,4115,14500,0.4,295.2,635,0.2,77729.64,19.07
2026-04-09,Thursday,Chrome,Desktop,USA,Direct,/blog,1476,618,858,1668,1787,0.4,671.4,222,0.2,49720.1,33.7
2026-04-09,Thursday,Chrome,Desktop,USA,Direct,/contact,2488,1425,1234,2606,10716,0.6,196.8,392,0.2,113112.49,41.34
2026-04-09,Thursday,Chrome,Desktop,USA,Direct,/home,4189,2020,2169,4376,18248,0.5,420.3,722,0.2,252778.0,60.3
2026-04-09,Thursday,Chrome,Desktop,USA,Direct,/landing-promo,4627,2057,2570,4645,6666,0.5,485.5,800,0.2,57747.2,12.5
2026-04-09,Thursday,Chrome,Desktop,USA,Direct,/pricing,554,314,240,564,1774,0.5,288.3,90,0.2,8137.6,14.7
2026-04-09,Thursday,Chrome,Desktop,USA,Direct,/products,4018,1754,2264,4197,15993,0.6,603.0,666,0.2,166295.6,41.4
2026-04-09,Thursday,Chrome,Desktop,USA,Email,/contact,3143,1868,1275,3542,12137,0.5,668.0,565,0.2,171696.1,54.6
2026-04-09,Thursday,Chrome,Desktop,USA,Email,/home,712,311,401,757,2936,0.3,209.8,128,0.2,33292.0,46.8
2026-04-09,Thursday,Chrome,Desktop,USA,Organic Search,/about,2748,2041,707,2882,6606,0.4,177.2,386,0.1,89048.1,32.4
2026-04-09,Thursday,Chrome,Desktop,USA,Organic Search,/blog,5214,3712,1882,5448,13093,0.588,420.4,826,0.2,219129.01,41.7
2026-04-09,Thursday,Chrome,Desktop,USA,Organic Search,/contact,3034,1876,1158,3166,11362,0.301,208.9,492,0.2,149986.84,48.7
